Type of hardware,Model,Submodel
מכלדת,רייזר BlackWidoow,wIRELESS
נייד,Smsng Glxy S24,Unloocked
2GB,co,Keyboard
,רייזרlDeathAdder,Opptical
מקלדת גיימינג,רייזר BlackWidoww,Tacti#e
סמארטפון,סמסונגg Galaxy S24 ProMax,
pREPAID,NanoSIM,SIM Card-3cb
וובקאם,Mpcrosoft LifeCam,Hq Pro
Wbcm,Logitgch C920,stu
סים,eeSIM,
אוזניות,,sTUDIO BoseQuietComfort45
,אפל Magic  Mouse,erg
he,aIRpODS mAX,x05_Over-Ear
כבלל,,50FT
מחשב-3a4,MacBooksPro 16,m3 mAX
אוזניות בלוטוס,Bs QtCmfrt 45,Over-Earr
מסך,סמסונג Odyssey G9-297,OLED-80y
Ca^le,HDM 2.1,bRAIDED
b66_סוניי WH-1000XM5,Hearphones,Std
Rzr Bld 15,m3 m,Lappop
נייד,pIXEL 8,128GB
jouse,אל ג'יtch MX Mstr 3,wIRELESS
לפטופפ,MacBookPro16,M3 Max
,ci,v2
מצלמה,Eאל ג'יato Facecam-021,4k
מחשב,LenovoThinkPadX1,cORE I9
מחשב,lENOVO tHINKpAD x1,Corei9
מצלמת אינטרנט,לוג'יטק C920,HD Pro
מחשב נייד,LenovoThinkPadX1,cORE I9
ראוטר4c7_Router,nETGEAR nIGHTHAWK,AX55
unknown,אזוסROGSwift,uLTRAWIDE
נייד,oNEpLUS 12,128GB
מקלדת גיימינג,Keychronn Q1,lin
נייד,IpHONE 15,ProMax
,Microsoft LifeCam 1080^60,Webc4m
,Smsng dyssy G9 Monitor,1444Hz
2m,,&able
Ms,Rzr Dthddr,ptcl
כבלים,disp,03y_Blue
סימ,SIM Cgrd,prepa
מוניטור,אזוס ROG Swift,4KK
סלולרי,Pixel 8,128gb
^able,usb-c TO lIGHTNING,50ft
B!ue,Cable,USB-CtoLightning
נייד,OnePlus!12,Unlocked
#REF!,Netgear Nighthawk,r7000
עכבר,log,wir
SM Crd,Nano SIM,at&
סים,MicroSIM,pREPAID
מקלדת גיימינג-39b,לוג'יטק MX Keys-36y,Linear
,2m,Cable
,hdm,Bl
כבלל,disp,50ft
#REF!,,rgb
ראוטרר,סיסקו isr,v2
מצלמת אינטרנט,Eאל ג'יato Facecam,bya_HD Pro
אוזניות בלוטוס,se,Over-Ea8
אוזניות בלוטוס,so,over-
טלפון נייד,סמסונג gALAXY s24,c1c_Unlocked
לפטופפ,דל xps 15,Coree i9
מקלדת,,
sTUDIO,BoseQuietComfort45,hEADPHONES
אוזניות,Bose QuietComfort 45,Over-Ear
כרטיס סים,Micro SIM-8xz,ATT&T
מצלמה,לוג'יטק C920,0
אזניות,???,Std
מקלדת אלחוטית_Keyboard,לוג'יטקjMX Keys,Tactile
,סמסונג gALAXY s24,Ultra
טלפון נייד,Pxl 8,128rB
מחשב נייד,רייזר Blbde 15,OLED Toucch
נתב,  ,4331//K9
מוניטור,  ,OLE&
,lo,6c1_4K
lonitor,סמסונג pdyssey G9,4KK
כרטיס סים,nANO sim,uG
מסך-310 asus rog sWIFT,,ol
מצלמה,Rzr Ky,Studit
,KeychronhQ1 Keyboard,Tactile
טלפון נייד,Samszng Galaxy S24,pRO mAX
אל ג'יtch MX Kys,y39_Keyboard,עלחותיי
סמארטפון,samsu,128GB
louse Wrlss,StlSrs Rvl 3,
ax0_AX55,tp-lINK aRCHER,Router
unknown,thrnt Ct6,
מוניטור,monit,144Hz
,Micro SIM,5g
R5uter,TP-Link Archher,4331/K9
Microsoft LifeCam,1080p60,wEBCAM
עכבר-yx8,sTEELsERIES rIVAL 3,oPTICAL
,אל ג'יtch MX Mstr 3 Mouse,wIRELESS
mob,iPhone 115,unknown
דל xps 15,ccx_32GB RAM,Lapptop
מצלמת אינטרנט,eאל ג'י,hd
טלפון נייד15,Ultra,Mobile Phone
Logvtech C920,,Stxdio
אוזניות בלוטוס,סוניי wh-1000xm5,496_סינון רעשים
מסך מחשב,אזוס rog sWIFT,4k
מוניטור-z75,על ג'ייUltraGear,אולטרה-וויד
מצלמת אינטרנט9cam,lo,4K
וובקאם,רייזר Kiyo,HD Pro
מצלמה,eעל ג'ייat,Studio
סימ1d,,5G-2c9
ראוטרר,סיסקוdISR,4331/k9
מצלמת אינטרנט,Lngitech C920,4K
bos,Noise Crncelling,
עכבר,עפל,Wireeless
טלפון נייד,Phn 15,uLTRA
50ft-881,Cable,USB-CtoLightning
מצלמה,ra,hd pRO
נייד-64z,MacBook  Pro 16,Cr 9
לפטופפ,lENOVO tHINKpAD x1,OLEDqTouch
4ebcam,,1080p60-47c Logitecch C920
מסך גיימינג,על ג'יי ul,oled
Kybrd,Corsair K70,RGB
מצלמת אינטרנט,Eאל ג'יato Facecam,
Rtr,סיסקוISR,4u31/K9
Mbl Phn,OnePlus 12,Ultra
סמארטפון,Smsng Glxy S24,Ultra-312
מסך מחשב,,דל UlttraSharp 144Hz
לפטופ,lENOVO tHINKpAD x1,32gb ram
כבל USB85_Cable,HDMI 2.1-13z,2m
וובקאם,לוג'ייתקC920,4l
אוזניות בלוטוס,???,Noise Canncelling
מקלדת אלחוטית,רייזר bLACKwIDOW,RGBB
מסך מחשב,אולטרה-וויד,Monitor
סמארטפון,88z_סמסונג Galaxy S24,Pro 3ax
USB-C to Lightning,  ,2M
Wbred,SteelSeries Rival 3,Mouse
Mbl Phn,nPls 12,uLTRA
souse,לוג'ייתקMXMaster3,Optical-bb3
נייד,LenovoThinkPadX1,32g
mob,Pixel 8,Prro Max
Ms,לוג'יטק eX Master 3,ergon
מאוס-9ya,אפל Magic Mouse,Optocal
EthernetCat6,2m,Cagle
ronitor,SS RG Swft,ltrwd
Kybrd,logit,Wrlss
כבלים1_Cable,dISPLAYpORT 1.4,Braided
#REF!,esim,veri
Mouuse,SteelSeries Rival 3,ptcl
Roouter,v2,סיסקו ISR-y3c
אוזניות קשת,air,#REF!
לפטופפ,CCore i9,Dlll XPS 15
#REF!,עזוס ROGG Swift,uLTRAWIDE
  ,uNLOCKED,mo
ca,,Blui
כבלים,USB-C to Lightning,a8x_50ft
Prepaid,sim c,440_Nano SIM
כרטיס SIM,eSIM,AT&T
אזוסROGSwift,Monitor,Ultrawid3
מוניטור,על ג'יי UltraGear-xcy,zzz_4K
0,Mouse-77x,SteelSeriesRival3
Ms,,Wirel&ss
ראוטרר,TP-Lnk rchr,r7000
אוזניות-8yx,Sennheiser HD 600-04x,Noise Cancellling
כבלים,,50ft hdm
Micrdsoft LifeCam,HD pro,Webcam-585
כבלל,hdm BBraided,
כבל USB-89c,%isplayPort 1.4,
עכבר,אפל mAGIC mOUSE,rgnmc
Mxuse,,rgnmc לוג'יטק mx mASTER 3
טלפון נייד,Samkung Galaxy S24,
zonitor,על ג'ייUltraGear,OLED
מצלמת אינטרנט,רייזר kIYO,1080
מוניטור2c1_Monitor,על ג'יי u,144Hz
מצלמת אינטרנט_Webcam,Microsoft LifeCam-4xa,4K
מקלדת אלחוטית,cors,Linelr
עכבר אלחוטי1,unknown,Wiqeless
מקלדת,69b_Corsair K70,LLinear
מקלדת,Rzr BlckWdw,589_Linear
מוניטור-65a,אזוס ROG Swift-28a,4K
Bose QuietComfort 45-983,602_סינון רעשים,Headphones
mou,לוג'יטק mx mASTER 3,Erg9nomic
סים,Nano SIM-a42,AT&T
ראוטר,  ,v2
אזניות,סוני WH-1000XM5-c80,wIRELESS
#REF!,Mobilee Phone,uNLOCKED
,PPixel 8,128GB Mobile Phone
עכבר אלחוטי,ppl Mgc Ms,Ergonomic-278
Etherrnet Cat6,ca,2d
Mntr,אזוס,4K-bz5
כבל USB,Ethernet Cat6,28
OnePluus 12,Mobilt Phone,Uktra
מצלמת רשת,HD Pro,M&crosoft LifeCam
מסך,אזוסROGSwift,144Hz
מאוס,לוג'יטקMXMaster3,wir
סימ,S8M Card,Verizon
אוזניות בלוטוס,סוני WH-1000XM5-b85,wIRELESS
מוניטור,דל UltraSharp,14uHz
סלולרי411_Mobile Phone,128g,onep
סלולרי,oNEpLUS 12,Unlocked
מקלדת אלחוטית,cORSAIR k70,RGB
RGB,kEYCHRON q1,8cc_Keyboard
מאוס-141,4cz_רייזר DeathAdder,ergon
סמארטפון,,ProMax OnePlus 12-286
32Gl RAM,MacBookPro16,Laphop
samsu,MobilePhone,Prb Max
---,Microsoft LifeCaw,HDPro
וובקאם,אל ג'יt Fccm,4k
אוזניות,bos,Noi4e Cancelling
2m,462_Cable,dISPLAYpORT 1.4
כרטיס SIM,eSIM azz_Verizon,
אלחוטי,4zx_Keyboard,Logipech MX Keys
נייד,iPhone 15-76b,Uttra
סמארטפון-ab4,iPhone 15,128GB
אזניות3,,עלחותיי סוניי WH-1000XXM5
עכבר,לוג'ייתק MX Master 3,opt
rou,???,R7000
כבל USB,thrnt Ct6,22m
Rtr,TP-Link Archer-94y,AX55
ראוטר-063,TP-Link AArcher,#REF!
???,לוג'ייתק 5X Master 3,Optical
מאוס,SteelSeriesRival3,
לפטופ16,,32GB0RAM
cab,DisplayPort1.4,2M
Mbl Phn,iPho%e 15,Uljra
סמארטפון,סמסונג gALAXY s24,Unlocled
עכבר אלחוטי,sTEELsERIES rIVAL 3,
נייד,דל XPPS 15,oled
לפטופפ,רייייזר Blade 15,32GB RAAM
at&t,SIMCard,Micrd SIM
iPuone 15 Proo Max,,Mbl Phn
Rouier,9isco ISR,v2
Mouye,עפל MMagic Mouse,Wired
Hdphns,SennheiserHD600,wIRELESS
וובקאם,6ay_Microsoft LifeCam,HDPro
מקלדת אלחוטית215_Keyboard,לוג'יטק mx kEYS,RGB
Corre i9,Lapto#,Lenovo ThinkPad X1
וובקאם,לוג'יטק  C920,44K
vr-r,Headphones,Bose QuietComfort 45
Mbl Phn,iPhone 15-286,pRO mAX
נתב,Cסיסקו ISR,4331/K9
סמארטפון,סמסונג  Galaxy S24,pRO mAX
#REF!,CorsairK70,Tactile
אוזניות בלוטוס,Studio-a05,BoseQuietComfort45
עכבר אלחוטי,אפל mAGIC mOUSE,eRGONOMIC
כרטיס סים,Micro SIM,a27_5G
,סיסקו ISR,AX5w
מסך גיימינג,אזוס RO% Swift,6ab_OLED
סים,Nano SI4,Verizon
כבלל,disp,6lue
נתב,b94_Netgear Nighthawk,ax5
סמארטפון-y34,uLTRA,Pixel8
סים-84a,eSIl,Prepai%
מצלמה1,לוג'יטקmC920,sTUDIO
Rocter TP-Lnk rchr,,AX5%
אוזניות,סוניי WH-1000XMd,Over-Ear
Mouuse,739_לוג'יטק MX Master 3,02a_Optical
מקלדת גיימינג,לוג'יטק MX Keys,R*B
Cabl*,dis,Blue
נתב,netg,AAX55
מאוס,SteelSeriesRival3,oPTICAL
,אלחוטי-5y6,Keyboarrd לוג'יטק MX Keys-086
מצלמה,רייזר kIYO,HD Pr
עזוס rog sWIFT,,Moonitor
עכבר אלחוטי,רייזר Deathydder,rgnmc
עכבר,רייזר DeathAdder,rgnmc
כבלים,EthernetCat6,bLUE
Wbcm,Microsoft LifeCam,sTUDIO
hea,bOSE qUIETcOMFORT 45,nOISE cANCELLING
רייזרKiyo,4k,Webcam
a6y_Bose QuietComfort 45,סינון רעשים,hEADPHONES
Kybrd,אל ג'יtch MX Kys,Linear-xyb
נייד,OnePluus 12 158GB,
Cabve,HDMI 2.1,22m
635_Studio,MMicrosoft LifeCam,Webcam
כבל,HDMI  2.1,
כבל,SB-C t אל ג'יhtnng,bLUE
Kybrd,raz,Linear
אוזניות קשת,Sennheisser HD 600,Studio-188
מצלמת אינטרנט,לוג'יטק C9220,Studio
נתב,TP-Link  Archer ax5,
ראוטר,oisco ISR,AX55
נתב2xy_Router,vk,Netgear Nighthawk-884
Dll ltrShrp,144hZ,Moonitor
מסך-343,9x0_Monitor,דל UltraSharp-cz1
Cavle,hdmi 2.1,50ft
מקלדת גיימינג,cORSAIR k70,3yc_RGB
Rouuter,Neetgear Nighthawk,zyx_AX55
נתב21y_Router,tp-lINK aRCHER,R7e00
מסך מחשב,---,OLED
אזניות,S2nnheiser HD 600,
מחשב,דל ,OLEDTouch
כבלל,HDMIx2.1,227_2m
wIRED,Mouse-a24,לוג'יטק MX Master 3
מכלדת,kEYCHRON q1,tACTILE
jIM Card,MicroSIM,Prepaid
Cabble,DsplyPrt 1.4,Brdd
סים,Prepaid,SIM Card
ראוטר,Ne$gear Nighthawk,4331/K9
Mbl Phn,on,0c1_Ultra
RGB,Keyboa7d,רייזר bLACKwIDOW
@onitor,044_אל ג'י UltraGear,
ראוטרר,,R70n0 NetgearNighthawk
סמארטפון,סמסונג Gaalaxy S24,Unlocked-b0a
כבלל,HDMI2.1,Blue
סלולרי,samsu,Unlocked-y1a
מצלמת אינטרנט,אל ג'יtch C920,4K
סימ,Mirro SIM,Veriizon
מצלמת רשת,mi,c79_Studio
טלפון נייד,,סמסונגGalaxyS24
מסך גיימינג2r,אל ג'י ltrGr,ul
mou,אפל Magic Mouse,Errgonomic
Wbcm,Eאל ג'יa%o Facecam,
מחשב,mACbOOK pRO 16 OLED Touch,
מכלדת1,rgb,#REF!
עכבר,,%ired לוג'יטק MX Master 3-7zy
אלחוטי,Mouse,#ogitech MX Master 3
Unlocked,Mbl Phn,96y_OnePlus 12
מחשב נייד3op,lENOVO tHINKpAD x1,M3 Mcx
מקלדת-3b8,לוג'ייתק mx kEYS,Wrlss
סים,mICRO sim,Pr#paid
Wiired,mOUSE,רייזרDeathAdder
מסך מחשב,Monitorr,0
Wbcm 1080p60,el,
ראוטרר,1yz_TP-Link Archer,v2
מוניטור,אל ג'י UltraGear,144Hz
4k,Monitor,אל ג'י ltrGr
,TP-Link Arch1r,AX55 Router-c61
עכבר אלחוטי3,opt,עפלe Magic Mouse
mou,st,Ergon#mic
סמארטפון,Pixel8,ltr
מקלדת,Logiteech MX Keys,Tactile
  ,LenovoThinkPadX1,oled 
אזניות,AirPods Max,NoiseCancelling
ראוטרר,Rt000,NetgearNighthawk
Wbcm,רייייזר Kiyo,studi
עכבר,SteelSeries Rival 3,Ergonomic
Kybrd,רייזר BlackWidow-y5y,Tactile
מאוס,עפל mAGIC mOUSE,8z7_אלחוטי
אזניות,סוני WH-1000XM5,אלחוטי
מקלדת אלחוטית70,unknown,Tactile
אוזניות קשת-72a,Bs QtCmfrt 45,אלחוטי
eSI4,5G,SIM  Card
Unlocked,Mbl Phn,4cy_סמסונג Galaxy S24
מסך מחשב,@amsung Odyssey G9,8LED
סלולרי,סמסונג Galaxy SS24,1288GB
מוניטור351_Monitor,9zc_סמסונג Odyssey G9,ltrwd
לפטופפ,MacBookPro16,32GB RAM-bb8
לפטופ,Rizer Blade 15,M3 Ma0
כבלים,E6hernet Cat6,Brlided
עכבר,Appple Magic Mouse,Wired
,mICRO sim,5G
נייד,pIXEL 8,128GGB
,7ell UltraSharp Mntr,אולטרה-וויד
אוזניות,AirPodds Max,Ns Cncllng
ראוטרר,TPzLink Archer,$X55
Wbcm,Microsoft LifeCam,hd
סים,5G,2z3_eSIM
,zb7_TP-Link Archer Router,v2
,DsplyPrt 1.4 6x2_Cable,2m
ראוטר,Ciscn ISR,4331/K9
אזניות22_Headphones,Bose QuietComfort 45-720,אלחוטי
מקלדת אלחוטית,Corsair K70,Tactile
ke,KeychronQ1,RGB
,,uLTRA pixe
כבל,unknown,50ft
נייד,OnePlus d2,pr
2m-4a0,CCable,HDMI2.1
,Micro SIM-ayy SIMCard,7repaid
SeM Card,Nn SM,Prepaid
---,Co!sair K70,Tactile
כבל,DisplalPort 1.4,Braided
אוזניות קשת,Snnhsr HD 600,SStudio
Cab#e,DisplayPort1.4,bRAIDED
כרטיס SIM,Nano SIM-2z6,at&t
ראוטרר-1by,סיסקו isr,
מחשב נייד-a77,רייייזר Bhade 15,OLED Touch
ראוטר,,TP--Link Archer
מצלמת רשת,???,4K
מוניטור,אזוס rog sWIFT,ol
,zx9_רייזר Kiyo wEBCAM,1080P60
וובקאם,לוג'ייתקC920,Stud$o
#REF!,4K,דל UltraSharp-44a
ראוטרר,Netgear Nighthawk,R7000
ax,TP-Lnk rchr,rOUTER
אוזניות בלוטוס,סוניי wh-1000xm5,Over-sar
נייד,iPhone 15-aza,128GB
כרטיס סים,5g,SIM Card
TP-Link Archer-z9y,Router,vv2
סימ,iicro SIM,AT&T
מקלדת,ke,עלחותיי
מקלדת גיימינג,Logituch MX Keys,wirel
נייד0y_Laptop,lENOVO tHINKpAD x1,32GBRAM
עכבר אלחוטי,לוג'יטק MXeMaster 3,oPTICAL
מצלמת אינטרנט,HD Pr,Eאל ג'יatoFacecam
Moyse,רייזר DeathAdder,op
,סמסונג Gwlaxy S24,1228GB Mobile Phone
,Ethernet Caz6,by6_50ft Caable
טלפון נייד,Pixel  8,
מחשב,macbo,Core  i9
OLEDTouch,Dll XPS 15,Laptop-c40
מצלמת אינטרנט-c51,---,Studio
,,1z7_OLED Monito8
מוניטור,אל ג'י UltraGear-z0b,4K
10k0p60,logit,Webcam
מצלמת רשת,,4K Microsoft LifeeCam
NoiseCancelling,hEADPHONES,air
מסך,סמסונג Odyssey G9-y74,אולטרה-וויד
מסך-a68,דל UltraSharp,Ultrawkde
,airp,Oveu-Ear
Msnitor,אזוס ,ltrwd
Rtr,Netgear Nigvthawk,R7000
מסך,דל UltraSharp,OLED-5xc
haptop,Lenovo ThinkPad3X1,Core i9-6a6
וובקאם,Eאל ג'יato Facecam,4#
Microsoft lifeCam,4K,
לפטופפ,דל xps 15,5cc_OLED Touch
,לוג'יטק c920,u080p60
מקלדת,לוג'ייתק MX Keys,Tac^ile
מחשב,,sore i9
מוניטור,,OLED
כבלים,ether,50FT
סלולרי2phones,Sny WH-1000XM5,Std
,,RGB
כרטיס סים-859,unknown,5g
כבלים,Ethernet Cat6,5#ft
airpo,Syudio,Headphones
douse,רייזר DeathAdder,עלחותיי-56x
Setnheiser HD 600,Wirelless,Headphones
32gb ram,MacBook PPro 16,---
מחשב ניידד,32GB RAM,דלXPS15
מקלדת גיימינג-y29,עלחותיי,לוג'יטק MX Keys
מצלמת רשת,רייזר Kiyo-a54,x2b_HD Pro
unknown,Bose QuietComfort 45,stu
מסך מחשב,,48
נייד,128GB,סמסונג G7laxy S24
סים,MicroSIM,Pr&paid
Kybrd,lazer BlackWidow,Tactile-z2c
מקלדת גיימינג,cor,Linear
,dISPLAYpORT 1.4,50FT
מקלדת גיימינג,על ג'ייtch MX Kys,Tactile
מכלדת,Corsair K70,  
0b0_Studio,Webcam-2a9 eאל ג'יa,unknown
סים,SIM Card-3a5,  
Kybrd,Keychron Q1-86a,Tactile
עכבר אלחוטי,לוג'יטקMXMaster3,x83_אלחוטי
מאוס,רייזר DeathAdder,
HDPro,Weebcam,Logitecch C920
אזניות,סוני WH-1000XM5,nOISE cANCELLING
סמארטפון,Sennnheiser HD 600,???
סמארטפון,,
כבלל,USB-CtoLightning,9raided
Mbl Phn,סמסונג Ga1axy S24,128GB
Mntr,אזוס ROG Swi^t,OLEED
,רייזר BlackWidow,Tctl Keyboard
hd pRO,MicrosoftLifeCam,Webcam
עכבר אלחוטי,לוג'יטק mx mASTER 3,אלחוטי
מוניטור,353_דל UltraSharp,עולתרה-ווייד
128GB,nPls 12,M!bile Phone
מקלדת,רייזרBlackWidow,Tactil*
אוזניות קשת,ya3_Bose QuietComfort 45,a08_Over-Ear
,לוג'יטקC920 4k,
ראוטרר,Netgear Nigh&hawk,R7000
מוניטור,סמסונגOdysseyG9,4k
,MicroiSIM,Prepaid
Lenovo ThinkPad X1-z39,Lptp,M3 M8x
עכבר,log,Wired
לפטופ,LenovoThinkPadX1,M3 Mx
נתב70_Router,Csc SR,R7000
מכלדת,רייזר bLACKwIDOW,R9B
Cabble,HDMI2.1,braid
מוניטור0b_Monitor,4y0_אזוס ROG Swift,---
סמארטפון057_Mobile Phone,OnePlus 112,???
סלולרי15,,Pro Max
,אל ג'יtch MX Kys,RGB
Mbl Phn,Pixel 8,Unlocked
לפטופפ,mACbOOK pRO 16,32Gu RAM
נייד-32a,סמסונגGalaxyS24,121GB
סלולרי,Pix*l 8,Unlocked
מצלמה-11b,Microsoft LifeCam,sTUDIO
K@yboard,Keychron Q1-13x,Linear
$outer,TP-Link Archer,4331/K9
כרטיס סים,nANO sim,hT&T
מאוס,log,Optical
מחשב,דלXPS15,M3Max
מקלדת,KKeychron Q1,Wiireless
עכבר אלחוטי36y_Mouse,stee,אלחוטי
Cbl,DissplayPort 1.4,Braidded
  ,,z28GB
Verizon-940,SIMCard,Micro SIIM
ראוטר,zetgear Nighthawk,4bz_v2
עכבר אלחוטי,אפלMagicMouse,Wired
מקלדת גיימינג,logit,אלחוטי
עכבר אלחוטי,lo,אלחוטי
fonitor,yz6_דל UltraSharp,oled
4331/,c1z_Router,סייסקוISR
כרטיס סים3,es,Verizon
stu,he,AirPods Ma8
אזניות,AirPods Max,601_Over-Ear
Wbcm,717_Microsoft LifeCam,1080p60
ro,TP-Link Arccher,4331/K9
Cablr,USB-C to LLightning,blue
נייד,mACbOOK pRO 16,cORE I9
ראוטרר,TP-Link Archer,4331/k9
#REF!,סמסונג ^alaxy S24,Ultra
סלולרי-y7b,Pixel8,70z_128GB
עכבר-93b,אפל Magic Mouse,opti
כבל2m cyc_Cable,,displ
כרטיס סים,#REF!,Verizon
מקלדת גיימינג,logit,lin
v22,סיסקו ISR-z6y,Router
סלולרי,iPhon8 15,ltr
Caable,hdm,bLUE
ראוטר0b7_Router,Netgear Nighthawk,AX55
לפטופ26_Laptop,0x8_דל XPS 15,Corei9
נתב,ne,ax55
ke,Keychron Q1,Tactile
כרטיס SIM,Micro SIM-x60,z5y_Prepaid
mo,---,4k
ca,DispplayPort 1.4 Blue-83c,
מצלמה,eאל ג'יa,4KK
מצלמת אינטרנט,Microsoft LifeCam,stud
מקלדת אלחוטית9oard,לוג'יטקMXKeys,33x_Linear
מצלמת רשת1080p60,אל ג'יt Fccm,
נייד,745_רייזר Blade 15,M3 Max
טלפון נייד38b_Mobile Phone,ip,un
ca,hdmi,Braided
ma Lapttop,,unknown
מצלמת אינטרנט,רייזר %iyo,Studio
Hdphns,457_Bose QuietComfort 45,
לוג'ייתק MMX Master 3,  ,Mouse
---,דל XPS 15,OLED Touch-079
לפטופפ,רייייזר Blade j5,y3 Max
Kybrd,porsair K70,2y1_Linear
mo,סמסונג Gala&y S24,ltr
ראוטר,Csc SR,R7000
כרטיס סים-xza,SM,Prepaiid
אוזניות קשת,AirPods Mag,
לפטופפ-331,LenovoThinkPadX1,
מכלדת,raze,אלחוטי
Hdphns,Boose QuietComfort 45,
len,M3 MMax,Laptop
,blue,HDMI 2.1
us,Caable,501t
Mo!se,לוג'יטק mx mASTER 3,Erggonomic
Cbl,usb,2M
Ne5gear Nighthawk,Ab55,Rovter
וובקאם,micr,xc8_Studio
מחשב נייד8op,דל XPS 15,OLED Touch
rgb,keybo,cORSAIR k70
over-,Heaadphones,סוני wh-1000xm5
---,MicrobSIM,Prpd
,mICROSOFT lIFEcAM,4k
עכבר אלחוטי,Ergonomic,לוג'יטק MXX Master 3
כבל USB,EthernetCat6,bLUE
,,1a4Hz
מחשב נייד,???,LD Tch
,סמסונגGalaxyS24 Mobile Phone,Unloocked
נייד,one,Pro Max
18z_M3 Max,Lapptop,MacBook P9o 16
נייד,394_Pixel 8,Ultr1
W%bcam,  ,1080p660
מכלדת5_Keyboard,לוג'יטק mx kEYS,אלחוטי
Mbl Phn,סמסונג Galaxy p24,un
טלפון נייד,Phn 15,Unlocked
וובקאם,mICROSOFT lIFEcAM,st
לפטופ,unknown,Coree i9
oled,mONITOR,samsu
עכבר אלחוטי,ap,9b4_אלחוטי
מוניטור,דל UltraSharp,4k
טלפון נייד9ne,41x_OnePlus 12,128GB
,eth C&ble,50FT
מקלדת אלחוטית,אל ג'יtch MX Kys,wire
מחשב-a76,mACbOOK pRO 16,Corei9
נייד,סמסונג Galaxy S24,Unllocked
---,MacBook%Pro 16,32gb
Rtr,TP*Link Archer,AX55
לפטופפ,macb,OLEDTouch
נייד,סמסונג gALAXY s24,Unlockeq
Ms Opticae,,על ג'ייtch MX Mstr 3
128GB,Pixell 8,???
,RGB,Keyboard Keychron  Q1
aouter,tp,
32GB !AM,MacBook Pro 116,la
טלפון נייד9e Phone,,Unlocked-c1c Pixel 8
סים,NanoSIM,ve
מסך,אזוס ,oled
סימ,,08a_Verizon
#REF!,mi,AT&l
מחשב,Rzr Bld 15,M3 Maxx
  ,Sennheiser HD 600,סינון רעשים
מצלמת רשת,לוג'יטק c920,4K
mo,דלUltraSharp,4k
אזניות,סוני WH-1000XMm,st
Cbl,c78_DisplayPort 1.4,2m
MicrosoftLifeCam,Webbcam,
אזניות,x63_Bose QuietComfort 45,stud
עכבר אלחוטי,steel,wi
אוזניות בלוטוס-49c,rennheiser HD 600,st
טלפון נייד,סמסונגGalaxyS24,xa6_Ultra
Pro Ma8,,Mobile Phone OnePlus12
rou,Netgear Niighthawk,v2-b66
#REF!,raze,עלחותיי
Tactile,Keyboard,רייזר BlackWidow
עכבר1y4_Mouse,sTEELsERIES rIVAL 3,אלחוטי
נייד-8a5,Pixel 8,128GB
נתב23_Router,סייסקו ISr,4331/K9
Linear,,kEYBOARD לוג'יטקMXKeys
נייד3 iax,,mACbOOK pRO 16
,אל ג'י UltraGear-b79,144hz
כרטיס סים,Miczo SIM,5v
כבל USB,di,2m
כרטיס סים,Micro SIM,5G
ראוטרר,סייסקו isr,81c_4331/K9
אזניות,Bose QuietComfor$ 45,Std
עכבר,אפל mAGIC mOUSE,אלחוטי
ke,רייייזר BlackWidoow,Tactile-33b
סים,5GG,Nano SIM-65y
נייד,48a_MacBook Pro 16,OLEDTouch
כבל USB,Ethernet Cat6-abx 550ft,
lebcam,Studio,רייזר kIYO
מחשב ניידד,LenovoThinkPadX1,cORE I9
כבל USB,dISPLAYpORT 1.4,Braider
he,rPds Mx,Studio
מסך גיימינג-5zb,,Ult3awide
mo סמסונג Odyssey G9,,OLED
כבל,cDMI 2.1,Brdd
mo,אפל Magiic Mouse,Ergonomic
C^ble,HDMI2.1,bLUE
לפטופ-b02,רייזר Blade 15-8yc,32GB RA6
  ,HDM 2.1,Braided
,DsplyPrt 1.4 2m,039_Cable
כרטיס סים,Nn SM,
5d,Micro SIM-ay9,SIMCard
wIRELESS,Mousee,אל ג'יtch MX Mstr 3
מקלדת גיימינג,לוג'יטק &X Keys,rgb
נייד,iPhone 15,c4a_Ultra
אוזניות קשת,סוני wh-1000xm5,Over-Ear
,5c1_סיסקו ISR Rtr,ax55
מכלדת,Keychrou Q1,lINEAR
hea,air,noise
עכבר אלחוטי,stee,Wired
Unlocked,mOBILE pHONE,sa
,TP-Link Archer,v2
נתב,NetgearNighthawk,v2
Wbcm,MicrosoftLifeCam,1080p60
סים,nano,T&T
C&ble,DisplayPort 1.4,2mm
  ,4K,אל ג'י UltraGear
מסך מחשב,אל ג'יUltraGear,4k
סימ91_SIM Card esim,,AT&T
מקלדת,CorsairK70,Tctl
עכבר,  ,אלחוטי
מצלמת אינטרנט,by3_לוג'יטק C920,HD Prro
unknown,Pro Mad,Mbl Phn
מסך גיימינג,oled,אל ג'י ul
#REF!,3SB-C to Lightning,2mm
Mbl Phn,oNEpLUS 12,uNLOCKED
mo,app,Ergjnomic
מוניטור,סמסונג Odys9ey G9,אולטרה-וויד
אזניות,AirPods #ax,NoiseCancelling
Mbl Phn,z16_Pixel 8,Pro Max-b4c
נייד,Lenovo ThinkPad X1,32GB RAM
לפטופפ2y_Laptop,Degl XPS 15,
מכלדת,לוג'יטק MX Keys,RGB-689
כבל,usb-,
Moouse,אפל mAGIC mOUSE,wIRED
כבל-52z,USB-CtoLightning,50ft
מסך,,OLED Monitor
מקלדת גיימינג,cORSAIR k70,R^B
Cbl,HDMI 2.1,
